Time, CounterData
2016-12-22 16:36:38.705025,1.00000000065804E+007
2016-12-22 16:36:43.972357,9.99999999533772E+006
2016-12-22 16:36:49.218968,1.00000000084237E+007
2016-12-22 16:36:53.730906,9.99999999845051E+006
2016-12-22 16:36:59.224805,1.00000000138680E+007
2016-12-22 16:37:03.767779,1.00000000206307E+007
2016-12-22 16:37:08.300664,1.00000000125863E+007
2016-12-22 16:37:13.693276,1.00000000074349E+007
2016-12-22 16:37:18.549976,9.99999999989094E+006
2016-12-22 16:37:23.803198,9.99999999797443E+006
2016-12-22 16:37:29.354076,9.99999999458088E+006
2016-12-22 16:37:34.102790,1.00000000042733E+007
2016-12-22 16:37:38.872974,1.00000000069954E+007
2016-12-22 16:37:43.382747,1.00000000032479E+007
2016-12-22 16:37:49.323022,1.00000000108162E+007
2016-12-22 16:37:53.880962,1.00000000023934E+007
2016-12-22 16:37:58.376952,1.00000000062752E+007
2016-12-22 16:38:03.925382,1.00000000008675E+007
2016-12-22 16:38:08.385922,1.00000000093636E+007
2016-12-22 16:38:13.948791,1.00000000132210E+007
2016-12-22 16:38:18.624418,1.00000000148812E+007
2016-12-22 16:38:24.218869,1.00000000092537E+007
2016-12-22 16:38:28.690188,1.00000000077401E+007
2016-12-22 16:38:34.244554,1.00000000056038E+007
2016-12-22 16:38:39.252446,1.00000000050789E+007
2016-12-22 16:38:43.762110,9.99999999481282E+006
2016-12-22 16:38:48.727066,1.00000000103035E+007
2016-12-22 16:38:54.586751,1.00000000024422E+007
2016-12-22 16:38:59.337810,9.99999999773030E+006
2016-12-22 16:39:04.049686,1.00000000035164E+007
2016-12-22 16:39:08.567044,9.99999999937824E+006
2016-12-22 16:39:14.294775,9.99999999714436E+006
2016-12-22 16:39:19.080985,1.00000000108529E+007
2016-12-22 16:39:23.566869,9.99999999697346E+006
2016-12-22 16:39:28.862805,1.00000000159798E+007
2016-12-22 16:39:33.370156,1.00000000083992E+007
2016-12-22 16:39:39.111801,1.00000000044930E+007
2016-12-22 16:39:43.401411,1.00000000071786E+007
2016-12-22 16:39:49.070729,1.00000000111092E+007
2016-12-22 16:39:53.680413,1.00000000039193E+007
2016-12-22 16:39:58.435986,1.00000000015755E+007
2016-12-22 16:40:03.969927,1.00000000086922E+007
2016-12-22 16:40:08.426820,1.00000000049569E+007
2016-12-22 16:40:13.916759,1.00000000117928E+007
2016-12-22 16:40:18.884281,1.00000000015511E+007
2016-12-22 16:40:23.450760,9.99999999805990E+006
2016-12-22 16:40:29.005049,1.00000000134530E+007
2016-12-22 16:40:33.486762,1.00000000108407E+007
2016-12-22 16:40:39.235947,1.00000000011361E+007
2016-12-22 16:40:43.743851,1.00000000024300E+007
2016-12-22 16:40:49.258301,1.00000000086678E+007
2016-12-22 16:40:53.493476,1.00000000128670E+007
2016-12-22 16:40:58.784816,1.00000000018563E+007
2016-12-22 16:41:04.053776,1.00000000042000E+007
2016-12-22 16:41:08.489014,1.00000000200326E+007
2016-12-22 16:41:14.024567,1.00000000117562E+007
2016-12-22 16:41:18.146810,1.00000000152962E+007
2016-12-22 16:41:23.837753,1.00000000078866E+007
2016-12-22 16:41:28.378967,1.00000000093758E+007
2016-12-22 16:41:33.845920,1.00000000055184E+007
2016-12-22 16:41:39.366008,1.00000000042367E+007
2016-12-22 16:41:43.658771,1.00000000013680E+007
2016-12-22 16:41:48.923632,9.99999999655843E+006
2016-12-22 16:41:53.365611,1.00000000086068E+007
2016-12-22 16:41:58.501177,1.00000000033822E+007
2016-12-22 16:42:04.168384,1.00000000172494E+007
2016-12-22 16:42:08.676222,1.00000000101937E+007
2016-12-22 16:42:13.970353,1.00000000101204E+007
2016-12-22 16:42:18.139838,1.00000000116707E+007
2016-12-22 16:42:23.989923,1.00000000044442E+007
2016-12-22 16:42:28.450755,1.00000000005623E+007
2016-12-22 16:42:33.765717,9.99999999779134E+006
2016-12-22 16:42:39.453776,1.00000000033089E+007
2016-12-22 16:42:43.681584,1.00000000002816E+007
2016-12-22 16:42:48.552959,9.99999999798666E+006
2016-12-22 16:42:54.269762,1.00000000170907E+007
2016-12-22 16:42:58.569485,1.00000000122567E+007
2016-12-22 16:43:04.316359,1.00000000117440E+007
2016-12-22 16:43:08.593165,1.00000000155770E+007
2016-12-22 16:43:14.079809,1.00000000094857E+007
2016-12-22 16:43:18.548097,1.00000000081185E+007
2016-12-22 16:43:24.121766,1.00000000103768E+007
2016-12-22 16:43:28.221340,1.00000000088998E+007
2016-12-22 16:43:33.887271,1.00000000026131E+007
2016-12-22 16:43:38.126721,1.00000000003060E+007
2016-12-22 16:43:43.389088,1.00000000026986E+007
2016-12-22 16:43:48.846979,9.99999999566733E+006
2016-12-22 16:43:53.425725,9.99999999657065E+006
2016-12-22 16:43:59.128105,9.99999999520346E+006
2016-12-22 16:44:03.452180,1.00000000021859E+007
2016-12-22 16:44:09.218757,1.00000000020150E+007
2016-12-22 16:44:13.725393,1.00000000022103E+007
2016-12-22 16:44:18.513874,9.99999999575278E+006
2016-12-22 16:44:24.303754,9.99999999544760E+006
2016-12-22 16:44:29.044939,1.00000000045785E+007
2016-12-22 16:44:33.546908,1.00000000104623E+007
2016-12-22 16:44:38.297024,1.00000000121346E+007
2016-12-22 16:44:43.790456,1.00000000001839E+007
2016-12-22 16:44:48.247724,1.00000000185677E+007
2016-12-22 16:44:53.926380,1.00000000086434E+007
2016-12-22 16:44:59.079354,1.00000000032235E+007
2016-12-22 16:45:03.767324,1.00000000078622E+007
2016-12-22 16:45:09.350153,9.99999999867026E+006
2016-12-22 16:45:13.862294,1.00000000088387E+007
2016-12-22 16:45:18.329787,1.00000000134530E+007
2016-12-22 16:45:23.631210,9.99999999583822E+006
2016-12-22 16:45:28.862753,1.00000000069832E+007
2016-12-22 16:45:33.150918,1.00000000047494E+007
2016-12-22 16:45:38.634794,1.00000000064217E+007
2016-12-22 16:45:44.177563,9.99999999312826E+006
2016-12-22 16:45:48.895976,1.00000000014168E+007
2016-12-22 16:45:53.637777,1.00000000085213E+007
2016-12-22 16:45:59.011945,1.00000000038949E+007
2016-12-22 16:46:04.061510,1.00000000143685E+007
2016-12-22 16:46:08.704045,1.00000000072396E+007
2016-12-22 16:46:13.981401,1.00000000077645E+007
2016-12-22 16:46:18.458228,9.99999999798665E+006
2016-12-22 16:46:24.008689,1.00000000049691E+007
2016-12-22 16:46:28.280262,1.00000000005501E+007
2016-12-22 16:46:33.961763,1.00000000057747E+007
2016-12-22 16:46:38.132037,1.00000000142342E+007
2016-12-22 16:46:43.456871,1.00000000022957E+007
2016-12-22 16:46:49.313241,9.99999999874349E+006
2016-12-22 16:46:53.767203,9.99999999731527E+006
2016-12-22 16:46:58.331487,1.00000000131356E+007
2016-12-22 16:47:03.634813,1.00000000029305E+007
2016-12-22 16:47:09.327067,9.99999999901204E+006
2016-12-22 16:47:13.686009,1.00000000077034E+007
2016-12-22 16:47:18.220997,9.99999999725423E+006
2016-12-22 16:47:23.967749,1.00000000038460E+007
2016-12-22 16:47:28.480297,1.00000000077401E+007
2016-12-22 16:47:34.225909,1.00000000074105E+007
2016-12-22 16:47:38.742185,1.00000000141610E+007
2016-12-22 16:47:44.275453,1.00000000117196E+007
2016-12-22 16:47:48.752007,9.99999999713217E+006
2016-12-22 16:47:53.292569,1.00000000087533E+007
2016-12-22 16:47:58.806742,9.99999999171225E+006
2016-12-22 16:48:03.471946,1.00000000024056E+007
2016-12-22 16:48:09.074460,1.00000000102059E+007
2016-12-22 16:48:13.542252,9.99999998899008E+006
2016-12-22 16:48:19.311973,1.00000000011971E+007
2016-12-22 16:48:23.368530,1.00000000051278E+007
2016-12-22 16:48:28.882976,1.00000000064339E+007
2016-12-22 16:48:33.563459,1.00000000169076E+007
2016-12-22 16:48:39.154070,1.00000000066292E+007
2016-12-22 16:48:43.405091,1.00000000021737E+007
2016-12-22 16:48:48.876702,1.00000000005379E+007
2016-12-22 16:48:53.426407,1.00000000162606E+007
2016-12-22 16:48:59.178017,1.00000000059212E+007
2016-12-22 16:49:03.639757,9.99999999541098E+006
2016-12-22 16:49:09.454117,1.00000000085580E+007
2016-12-22 16:49:13.931603,1.00000000022347E+007
2016-12-22 16:49:18.248121,1.00000000142953E+007
2016-12-22 16:49:24.244052,1.00000000021004E+007
2016-12-22 16:49:28.757963,1.00000000056649E+007
2016-12-22 16:49:34.017997,1.00000000097176E+007
2016-12-22 16:49:39.045410,1.00000000073616E+007
2016-12-22 16:49:43.484771,1.00000000011971E+007
2016-12-22 16:49:49.020813,1.00000000050911E+007
2016-12-22 16:49:53.569702,1.00000000111092E+007
2016-12-22 16:49:59.199061,1.00000000151986E+007
2016-12-22 16:50:03.537556,9.99999999646077E+006
2016-12-22 16:50:09.353912,9.99999999876790E+006
2016-12-22 16:50:14.099376,9.99999999967122E+006
2016-12-22 16:50:18.330218,9.99999999863362E+006
2016-12-22 16:50:23.984779,1.00000000194344E+007
2016-12-22 16:50:28.641079,1.00000000142830E+007
2016-12-22 16:50:33.922555,1.00000000088265E+007
2016-12-22 16:50:38.606239,1.00000000121834E+007
2016-12-22 16:50:44.404981,1.00000000122200E+007
2016-12-22 16:50:48.895074,1.00000000086800E+007
2016-12-22 16:50:53.441710,1.00000000088143E+007
2016-12-22 16:50:58.202137,1.00000000024910E+007
2016-12-22 16:51:03.970859,1.00000000041024E+007
2016-12-22 16:51:08.453319,1.00000000177987E+007
2016-12-22 16:51:13.931398,1.00000000111947E+007
2016-12-22 16:51:18.506362,1.00000000172493E+007
2016-12-22 16:51:24.088937,1.00000000103402E+007
2016-12-22 16:51:28.531745,1.00000000099862E+007
2016-12-22 16:51:34.287341,1.00000000024300E+007
2016-12-22 16:51:38.639102,1.00000000132332E+007
2016-12-22 16:51:44.557607,1.00000000062874E+007
2016-12-22 16:51:49.343310,9.99999999991537E+006
2016-12-22 16:51:53.850846,9.99999999858481E+006
2016-12-22 16:51:58.348624,9.99999999835287E+006
2016-12-22 16:52:03.876404,1.00000000004281E+007
2016-12-22 16:52:08.120548,1.00000000099129E+007
2016-12-22 16:52:13.688578,1.00000000101082E+007
2016-12-22 16:52:18.952705,1.00000000101937E+007
2016-12-22 16:52:23.192732,1.00000000169320E+007
2016-12-22 16:52:28.688060,9.99999999830404E+006
2016-12-22 16:52:33.932933,9.99999999733968E+006
2016-12-22 16:52:38.377024,9.99999999552083E+006
2016-12-22 16:52:43.493583,9.99999999621663E+006
2016-12-22 16:52:49.435040,1.00000000052987E+007
2016-12-22 16:52:53.990153,1.00000000048470E+007
2016-12-22 16:52:59.241375,1.00000000056038E+007
2016-12-22 16:53:03.721017,1.00000000109017E+007
2016-12-22 16:53:08.268200,1.00000000260872E+007
2016-12-22 16:53:13.528662,1.00000000183480E+007
2016-12-22 16:53:18.807828,1.00000000140999E+007
2016-12-22 16:53:24.484771,1.00000000126351E+007
