Time, CounterData
2016-12-21 21:31:03.098852,9.99999999696125E+006
2016-12-21 21:31:07.543970,1.00000000030770E+007
2016-12-21 21:31:12.251203,1.00000000138680E+007
2016-12-21 21:31:17.978743,1.00000000221199E+007
2016-12-21 21:31:22.286856,1.00000000149910E+007
2016-12-21 21:31:28.071097,9.99999999719317E+006
2016-12-21 21:31:32.567548,1.00000000106209E+007
2016-12-21 21:31:38.346053,1.00000000105233E+007
2016-12-21 21:31:42.650041,9.99999999681476E+006
2016-12-21 21:31:48.143812,1.00000000052986E+007
2016-12-21 21:31:52.402997,1.00000000012093E+007
2016-12-21 21:31:57.663265,9.99999999339679E+006
2016-12-21 21:32:03.468051,9.99999999873126E+006
2016-12-21 21:32:07.980441,1.00000000100960E+007
2016-12-21 21:32:12.486523,1.00000000056404E+007
2016-12-21 21:32:18.046881,9.99999999475177E+006
2016-12-21 21:32:22.740007,1.00000000028572E+007
2016-12-21 21:32:27.522466,9.99999999841388E+006
2016-12-21 21:32:33.251225,1.00000000066170E+007
2016-12-21 21:32:37.764765,1.00000000021614E+007
2016-12-21 21:32:43.276019,9.99999999331135E+006
2016-12-21 21:32:47.823242,9.99999999908527E+006
2016-12-21 21:32:52.334665,9.99999999569172E+006
2016-12-21 21:32:58.111253,1.00000000073739E+007
2016-12-21 21:33:02.356453,1.00000000160897E+007
2016-12-21 21:33:08.118121,1.00000000088875E+007
2016-12-21 21:33:12.595859,9.99999999481282E+006
2016-12-21 21:33:17.132859,9.99999999256673E+006
2016-12-21 21:33:22.877084,1.00000000009530E+007
2016-12-21 21:33:28.142703,1.00000000054696E+007
2016-12-21 21:33:32.296635,1.00000000142098E+007
2016-12-21 21:33:37.959512,1.00000000054696E+007
2016-12-21 21:33:42.700579,1.00000000112313E+007
2016-12-21 21:33:47.208866,1.00000000142830E+007
2016-12-21 21:33:52.939010,1.00000000005135E+007
2016-12-21 21:33:57.474704,9.99999999786458E+006
2016-12-21 21:34:02.760460,1.00000000033089E+007
2016-12-21 21:34:08.262876,1.00000000085213E+007
2016-12-21 21:34:12.773974,1.00000000105721E+007
2016-12-21 21:34:17.517541,1.00000000140145E+007
2016-12-21 21:34:22.969067,1.00000000173226E+007
2016-12-21 21:34:27.275047,1.00000000186654E+007
2016-12-21 21:34:33.048144,1.00000000058968E+007
2016-12-21 21:34:37.517319,1.00000000131234E+007
2016-12-21 21:34:43.323081,1.00000000161019E+007
2016-12-21 21:34:47.806305,9.99999999226156E+006
2016-12-21 21:34:53.366750,9.99999999853597E+006
2016-12-21 21:34:57.879275,9.99999999736409E+006
2016-12-21 21:35:02.139801,1.00000000043099E+007
2016-12-21 21:35:07.657297,9.99999999895101E+006
2016-12-21 21:35:12.164135,9.99999999786458E+006
2016-12-21 21:35:17.659482,9.99999999982991E+006
2016-12-21 21:35:22.121720,9.99999999753499E+006
2016-12-21 21:35:27.921762,9.99999999848714E+006
2016-12-21 21:35:32.463298,9.99999999864583E+006
2016-12-21 21:35:38.188747,1.00000000055184E+007
2016-12-21 21:35:42.447954,1.00000000151619E+007
2016-12-21 21:35:48.217494,1.00000000036141E+007
2016-12-21 21:35:52.758935,9.99999999375081E+006
2016-12-21 21:35:57.268806,9.99999999162678E+006
2016-12-21 21:36:02.926560,9.99999999569173E+006
2016-12-21 21:36:07.541718,1.00000000031136E+007
2016-12-21 21:36:12.302563,9.99999999984212E+006
2016-12-21 21:36:17.958794,1.00000000102425E+007
2016-12-21 21:36:22.516062,9.99999999331136E+006
2016-12-21 21:36:28.090447,9.99999999400716E+006
2016-12-21 21:36:32.599394,1.00000000012703E+007
2016-12-21 21:36:38.127267,1.00000000077279E+007
2016-12-21 21:36:42.911080,1.00000000056649E+007
2016-12-21 21:36:47.373404,1.00000000105111E+007
2016-12-21 21:36:52.897395,9.99999999607015E+006
2016-12-21 21:36:57.409730,9.99999999643636E+006
2016-12-21 21:37:03.169000,1.00000000030892E+007
2016-12-21 21:37:07.646782,1.00000000097420E+007
2016-12-21 21:37:13.168402,1.00000000142342E+007
2016-12-21 21:37:17.680529,1.00000000113045E+007
2016-12-21 21:37:22.211810,1.00000000152108E+007
2016-12-21 21:37:27.962742,9.99999999307943E+006
2016-12-21 21:37:32.657803,1.00000000012215E+007
2016-12-21 21:37:37.841959,9.99999999929281E+006
2016-12-21 21:37:42.503777,9.99999999881674E+006
2016-12-21 21:37:47.770075,1.00000000063973E+007
2016-12-21 21:37:53.035165,1.00000000135506E+007
2016-12-21 21:37:57.505111,1.00000000131722E+007
2016-12-21 21:38:03.546008,1.00000000005257E+007
2016-12-21 21:38:08.067717,1.00000000094979E+007
2016-12-21 21:38:13.088830,1.00000000029061E+007
2016-12-21 21:38:17.685732,9.99999999716879E+006
2016-12-21 21:38:22.350672,1.00000000063851E+007
2016-12-21 21:38:27.859781,1.00000000063607E+007
2016-12-21 21:38:32.592944,1.00000000057259E+007
2016-12-21 21:38:38.148185,1.00000000004891E+007
2016-12-21 21:38:42.892258,9.99999999506917E+006
2016-12-21 21:38:47.765813,1.00000000114022E+007
2016-12-21 21:38:52.393036,1.00000000059701E+007
2016-12-21 21:38:58.074299,1.00000000016244E+007
2016-12-21 21:39:02.423236,1.00000000002205E+007
2016-12-21 21:39:07.903798,1.00000000068734E+007
2016-12-21 21:39:12.411002,1.00000000072396E+007
2016-12-21 21:39:18.018574,1.00000000006112E+007
2016-12-21 21:39:22.538683,1.00000000042733E+007
2016-12-21 21:39:28.234731,1.00000000049691E+007
2016-12-21 21:39:32.741044,1.00000000067513E+007
2016-12-21 21:39:38.326629,1.00000000084237E+007
2016-12-21 21:39:42.831680,9.99999999635091E+006
2016-12-21 21:39:48.558810,1.00000000128060E+007
2016-12-21 21:39:52.883988,1.00000000033700E+007
2016-12-21 21:39:57.520793,1.00000000032235E+007
2016-12-21 21:40:03.138575,1.00000000030770E+007
2016-12-21 21:40:07.617807,1.00000000109017E+007
2016-12-21 21:40:12.159399,1.00000000069588E+007
2016-12-21 21:40:17.864751,1.00000000063118E+007
2016-12-21 21:40:22.179801,1.00000000071785E+007
2016-12-21 21:40:27.943151,1.00000000009408E+007
2016-12-21 21:40:32.455231,1.00000000054818E+007
2016-12-21 21:40:37.214933,1.00000000058358E+007
2016-12-21 21:40:42.742883,1.00000000064583E+007
2016-12-21 21:40:47.523598,1.00000000137703E+007
2016-12-21 21:40:53.277482,9.99999999554525E+006
2016-12-21 21:40:57.516859,9.99999999398275E+006
2016-12-21 21:41:02.768005,1.00000000062630E+007
2016-12-21 21:41:07.924398,1.00000000092049E+007
2016-12-21 21:41:12.294569,1.00000000018563E+007
2016-12-21 21:41:17.334778,1.00000000038949E+007
2016-12-21 21:41:22.797311,1.00000000124154E+007
2016-12-21 21:41:27.246298,1.00000000039193E+007
2016-12-21 21:41:32.815487,1.00000000034310E+007
2016-12-21 21:41:37.354645,1.00000000104744E+007
2016-12-21 21:41:43.051953,9.99999999829183E+006
2016-12-21 21:41:47.627260,1.00000000091073E+007
2016-12-21 21:41:52.885417,9.99999999157796E+006
2016-12-21 21:41:57.402789,1.00000000086312E+007
2016-12-21 21:42:02.912603,1.00000000066170E+007
2016-12-21 21:42:07.670423,1.00000000063729E+007
2016-12-21 21:42:12.432744,9.99999999205403E+006
2016-12-21 21:42:17.978980,1.00000000086312E+007
2016-12-21 21:42:22.333678,9.99999999937825E+006
2016-12-21 21:42:27.943777,1.00000000151253E+007
2016-12-21 21:42:32.207021,1.00000000038216E+007
2016-12-21 21:42:37.501238,1.00000000093758E+007
2016-12-21 21:42:42.981229,1.00000000144906E+007
2016-12-21 21:42:47.767924,1.00000000031258E+007
2016-12-21 21:42:52.279019,1.00000000054940E+007
2016-12-21 21:42:57.793795,1.00000000125741E+007
2016-12-21 21:43:02.274223,1.00000000025643E+007
2016-12-21 21:43:08.032659,9.99999999773030E+006
2016-12-21 21:43:12.336239,1.00000000181893E+007
2016-12-21 21:43:17.629992,1.00000000085701E+007
2016-12-21 21:43:22.607966,9.99999999815754E+006
2016-12-21 21:43:27.387282,9.99999999831623E+006
2016-12-21 21:43:32.875304,1.00000000094368E+007
2016-12-21 21:43:37.170220,1.00000000086190E+007
2016-12-21 21:43:43.128287,9.99999999465412E+006
2016-12-21 21:43:47.499651,1.00000000009407E+007
